Issue key	Issue id	Issue Type	Assignee	Status	Sprint	Requirement	Summary	Acceptance Scenario ID	Acceptance Scenario	Automated?	<eol>
								10.40.997.g	"Scenario: Residence Address 3 confirm field must match Residence Address 3 field
Given I am on the application
AND confirm Residence Address 3 entry does not match Residence Address 3 field entry
Then the system will show an error"		<eol>
								"10.40.997.h
"	"Scenario: Confirm Residence Address 3 and Residence Address 3 matches are validated
Given I am on the application
AND confirm Residence Address 3 entry does match Residence Address 3 field entry
Then the system will not show error"		<eol>
								"10.40.997.i
"	"Scenario: Zip Code confirm field must match Zip Code field
Given I am on the application
AND confirm Zip Code entry does not match Zip Code field entry
Then the system will show an error"		<eol>
								"10.40.997.j
"	"Scenario: Confirm Zip Code and Zip Code matches are validated
Given I am on the application
AND confirm Zip Code entry does match Zip Code field entry
Then the system will not show error"		<eol>
								"10.40.997.k
"	"Scenario: County confirm field must match County field
Given I am on the application
AND confirm County entry does not match County field entry
Then the system will show an error"		<eol>
								"10.40.997.l
"	"Scenario: Confirm County and County matches are validated
Given I am on the application
AND confirm County entry does match County field entry
Then the system will not show error"		<eol>
								"10.40.997.m
"	"Scenario: Mailing Address 1 confirm field must match Mailing Address 1 field
Given I am on the application
AND confirm Mailing Address 1 entry does not match Mailing Address 1 field entry
Then the system will show an error"		<eol>
								"10.40.997.n
"	"Scenario: Confirm Mailing Address 1 and Mailing Address 1 matches are validated
Given I am on the application
AND confirm Mailing Address 1 entry does match Mailing Address 1 field entry
Then the system will not show error"		<eol>
								"10.40.997.o
"	"Scenario: Mailing Address 2 confirm field must match Mailing Address 2 field
Given I am on the application
AND confirm Mailing Address 2 entry does not match Mailing Address 2 field entry
Then the system will show an error"		<eol>
								10.40.997.p	"Scenario: Confirm Mailing Address 2 and Mailing Address 2 matches are validated
Given I am on the application
AND confirm Mailing Address 2 entry does match Mailing Address 2 field entry
Then the system will not show error"		<eol>
								"10.40.997.q
"	"Scenario: Mailing Address 3 confirm field must match Mailing Address 3 field
Given I am on the application
AND confirm Mailing Address 3 entry does not match Mailing Address 3 field entry
Then the system will show an error"		<eol>
								"10.40.997.r
"	"Scenario: Confirm Mailing Address 3 and Mailing Address 3 matches are validated
Given I am on the application
AND confirm Mailing Address 3 entry does match Mailing Address 3 field entry
Then the system will not show error"		<eol>
								"10.40.997.s
"	"Scenario: Mailing Zip Code confirm field must match Mailing Zip Code field
Given I am on the application
AND confirm Mailing Zip Code entry does not match Mailing Zip Code field entry
Then the system will show an error"		<eol>
								"10.40.997.t
"	"Scenario: Confirm Mailing Zip Code and Mailing Zip Code matches are validated
Given I am on the application
AND confirm Mailing Zip Code entry does match Mailing Zip Code field entry
Then the system will not show error"		<eol>
								"10.40.997.u
"	"Scenario: Date of Birth confirm field must match Date of Birth field
Given I am on the application
AND confirm Date of Birth entry does not match Date of Birth field entry
Then the system will show an error"		<eol>
								"10.40.997.v
"	"Scenario: Confirm Date of Birth and Date of Birth matches are validated
Given I am on the application
AND confirm Date of Birth entry does match Date of Birth field entry
Then the system will not show error"		<eol>
								"10.40.997.w
"	"Scenario: Alien Registration Number confirm field must match Alien Registration Number field
Given I am on the application
AND confirm Alien Registration Number entry does not match Alien Registration Number field entry
Then the system will show an error"		<eol>
								"10.40.997.x
"	"Scenario: Confirm Alien Registration Number and Alien Registration Number matches are validated
Given I am on the application
AND confirm Alien Registration Number entry does match Alien Registration Number field entry
Then the system will not show error"		<eol>
CEN-264	123067	Story	msherburne	Closed	CEN Sprint 7	10.40.998	Application - Hide/Show fields based on candidate's previous selections	"10.40.998.1106.a
"	"Scenario: Selective Service section shown
Given I am on the application
And I selected ""Male"" for sex
And I entered birth-date after 12/31/59
Then the solution will show Selective Service Verification related to 11a"		<eol>
								"10.40.998.1106.b
"	"Scenario: Selective Service Supporting Documentation for Unregistered males
Given I am on the application
And I selected ""Not Registered"" for Selective Service
Then the solution will show the Selective Service Supporting Documentation for Unregistered males Section related to 11b"		<eol>
								"10.40.998.1106.c
"	"Scenario: Selective Service Unregistered males Explanation Text Box
Given I am on the application
And I selected ""No"" to having supporting documentation for not being registered with selective service
Then the solution will show the Selective Service explanation Text Box for not having documentation"		<eol>
								"10.40.998.1106.d
"	"Scenario: Country of Citizenship Text field shown
Given I am on the application
And I selected ""No"" to being a Citizen/National (10a)
Then the solution will show the Country of Citizenship Text field"		<eol>
								"10.40.998.1106.e
"	"Scenario: Lawful Permanent Resident Section shown
Given I am on the application
And I selected ""No"" to being a Citizen/National (10a)
Then the solution will show yes and no options for Lawful Permanent Resident (10b)1"		<eol>
								"10.40.998.1106.f
"	"Scenario: Alien Registration number Field shown
Given I am on the application
And I selected ""Yes"" to being a Lawful Permanent Resident (10b)
Then the solution will show the Alien Registration number Field"		<eol>
								"10.40.998.1106.g
"	"Scenario: Veteran Service detail Fields shown
Given I am on the application
And I selected ""Yes"" to claim veterans' preference (12a)
Then the solution will show period of Service Start field
AND period of Service End field
AND Branch of Service field
AND Vet. preference category selections (12b)
AND DD-214 file upload option"		<eol>
								"10.40.998.1106.h
"	"Scenario: Veteran Service SF-15 File Upload shown
Given I am on the application
And I select veteran 10-point preference option
Then the solution will show the SF-15 File Upload option"		<eol>
								"10.40.998.1106.i
"	"Scenario: Veteran Service SF-15 File Upload shown
Given I am on the application
And I select veteran 10-point Derived preference option
Then the solution will show the SF-15 File Upload option"		<eol>
								"10.40.998.1106.j
"	"Scenario: Previous Census work detail fields shown
Given I am on the application
And I select ""Yes"" for worked for Census (15)
Then the solution will show the Recent Title Field
And the Most Recent Start Date Field
And the Most Recent End Date Field
And the Current Employed Checkbox"		<eol>
								"10.40.998.1106.k
"	"Scenario: Federal Government Agency work detail fields shown
Given I am on the application
And I select ""Yes"" to currently employed Fed Gov Agency (16)
Then the solution will show the Agency Selection field
And the Hire Date Fields
And the Info button for Fed Gov Agency (Story 598)"		<eol>
								"10.40.998.1106.l
"	"Scenario: State/Local employment detail fields shown
Given I am on the application
And I select ""yes"" to currently employed by state/local gov (17)
Then the solution will show the Title field
And the Agency Field"		<eol>
								"10.40.998.1106.m
"	"Scenario: Current Elected Official detail fields shown
Given I am on the application
And I select ""yes"" to currently Elected Official (18)
Then the solution will show the Title field
And the Agency Field"		<eol>
								"10.40.998.1106.n
"	"Scenario: Current law enforcement employee detail fields shown
Given I am on the application
And I select ""yes"" to Current law enforcement employee (19)
Then the solution will show the Title field
And the Agency Field"		<eol>
								"10.40.998.1106.o
"	"Scenario: Federal Retirement Collection detail fields shown
Given I am on the application
And I select ""yes"" to Federal Retirement Collection (20)
Then the solution will show the Agency field
And the Details Field"		<eol>
								"10.40.998.1106.p
"	"Scenario: Buyout detail fields shown
Given I am on the application
And I select ""have recieved"" a buyout (21)
Then the solution will show the Buyout year
And the Agency field
And the DT-237 upload option"		<eol>
								"10.40.998.1106.q
"	"Scenario: Census Relative detail fields shown
Given I am on the application
And I select ""yes"" to Relative at Census (22)
Then the solution will show the First Name field
And the Last Name Field
And the City Field
And the State Field
And the Title Field"		<eol>
								"10.40.998.1106.r
"	"Scenario: Work History detail fields shown
Given I am on the application
And I select ""yes"" to Having ever worked (24)
Then the solution will show past work experience section (25-27k)"		<eol>
								"10.40.998.1106.s
"	"Scenario: Reason for leaving field shown
Given I am on the application
And I specify ""end date"" for a previous employer (26e)
Then the solution will show Reason for leaving field"		<eol>
								"10.40.998.1106.t
"	"Scenario: Additional Work History Detail fields shown
Given I am on the application
And I select ""Yes"" for add additional previous employer (after 27k)
Then the solution will show additional past work experience section (like 25-27k)"		<eol>
								"10.40.998.1106.u
"	"Scenario: Fluency in language Detail fields shown
Given I am on the application
And I select ""Yes"" for fluency in language (28)
Then the solution will show Language selection section"		<eol>
CEN-1592	128741	Story	jmoore	Closed	CEN Sprint 7	10.40.998	Application - Govt. Agency Dropdown for Employment	"10.40.988.1592.a
"	"Scenario: Candidate/applicant verifies dropdown options for Federal Gov Agency
Given I am on the Federal Employment section of the application
And I have selected ""Yes"" to being employed by a fed Gov agency
When I verify the dropdown for Agency
Then the system will display the list of fed Gov Agencies"		<eol>
								"10.40.988.1592.b
"	"Scenario: Candidate/applicant can select an option from the Gov Agency dropdown
Given I am on the Federal Employment section of the application
And I have selected ""Yes"" to being employed by a fed Gov agency
When I press an option from the dropdown
Then the system will display the selection in the field"		<eol>
								"10.40.988.1592.c
"	"Scenario: Candidate/applicant can save selection for fed Gov agency
Given I am on the Application
And I have selected ""Yes"" to being employed by a fed Gov agency
And I have made a selection from the Fed Gov Agency dropdown
And I have saved my input on the Federal Employment page of the application
When I navigate back to this page
Then the system will display the selection I made in the fed Gov agency field"		<eol>
CEN-239	123041	Story	msherburne	Backlog	CEN Sprint 8	10.40.999	Application - Candidate sees info (i) available where necessary	"10.40.999.239.a
"	"Scenario: Candidate presses First Name Info button
Given I am on the application
And I press the Info button for First Name
Then I will see the info button pop up with text, ""If you do not have a legal first name you need to enter 'First Name Unused' in the first name box."""		<eol>
								"10.40.999.239.b
"	"Scenario: Candidate presses DD-214 upload Info button
Given I am on the application
And I press the Info button for DD-214 upload
Then I will see the info button pop up with upload directions"		<eol>
								"10.40.999.239.c
"	"Scenario: Candidate presses SF-15 upload Info button
Given I am on the application
And I press the Info button for SF-15 upload
Then I will see the info button pop up with upload directions"		<eol>
								"10.40.999.239.d
"	"Scenario: Candidate presses DT-237 upload Info button
Given I am on the application
And I press the Info button for DT-237 upload
Then I will see the info button pop up with upload directions"		<eol>
								"10.40.999.239.e
"	"Scenario: Candidate presses SF-50 upload Info button
Given I am on the application
And I press the Info button for SF-50 upload
Then I will see the info button pop up with upload directions"		<eol>
								10.40.999.239.f	"Scenario: Candidate presses Fed Gov Agency Info button
Given I am on the application
And I press the Info button for Fed Gov Agency
Then I will see the info button pop up with text, ""Currently dual enrollment between Federal agencies is not allowed, however, for future 2020 Census operations dual Federal employment may become available. If your agency is not listed, please indicate the Department it is associated with. If you do not know the Department, click the link below to look it up. https://www.usa.gov/federal-agencies/a"""		<eol>
								"10.40.999.239.g
"	"Scenario: Candidate presses Buyout Info button
Given I am on the application
And I press the Info button for Buyout
Then I will see the info button pop up with text, ""If your agency is not listed, please indicate the Department it is associated with. If you do not know the Department, click the link below to look it up. https://www.usa.gov/federal-agencies/a"""		<eol>
								"10.40.999.239.h
"	"Scenario: Candidate presses Have you ever worked Info button
Given I am on the application
And I press the Info button for Have you ever worked
Then I will see the info button pop up with text, ""Refers to paid and unpaid experience, including volunteer work done through National Service programs (e.g. Pease Corps, AmeriCorps) and other organizations (e.g. professional, philanthropic, religious, spiritual, community, student, social). Volunteer work helps build critical competencies, knowledge, and skills which can provide valuable training and experience that translates directly to paid employment."""		<eol>
								"10.40.999.239.i
"	"Scenario: Candidate presses Employer phone number Info button
Given I am on the application
And I press the Info button for Employer phone number
Then I will see the info button pop up with text, ""Select the 'Unknown' checkbox if the number no longer exists or you cannot find it."""		<eol>
								"10.40.999.239.j
"	"Scenario: Candidate presses Hours worked Info button
Given I am on the application
And I press the Info button for Hours worked
Then I will see the info button pop up with text, ""This is the average number of hours worked or working per week."""		<eol>
								"10.40.999.239.k
"	"Scenario: Candidate presses Check to allow Texting checkbox
Given I am on the application
And I press the checkbox for Check to allow Texting
Then I will see the pop up with text, ""Standard data fees and text messaging rates may apply based on your plan with your mobile phone carrier. Please uncheck 'Check to Allow Texting' if you do not agree to these terms. (""ok"" button)"""		<eol>
CEN-1699	131923	Story	jmoore	Awaiting PO Action	CEN Sprint 8	10.40.999	Application - Alien Registration number validation and Info button	"10.40.999.598.a
"	"Scenario: Candidate presses Specify Alien Registration Info button
Given I am on the application
And I press the Info button for Specify Alien Registration
Then I will see the info button pop up with text, ""Enter the Alien Registration Number (A-number) without the ""A"". It must be 9 or less digits. If your number is less than 9 digits, add zeros to the left of the number until it is 9 digits in length."""		<eol>
CEN-275	123078	Story	mpatel	Closed	CEN Sprint 7	10.40.992	Application - Reminders to complete sections on E-sign page	"10.40.992.1117.a
"	"Scenario: Solution displays link to address Buyout attachment
Given I am on the application
And I have indicated receiving a buyout
And I have not attached a DT-237 form
And I have navigated to the E-sign page
Then the solution will display a message and link to go back and upload this form"		<eol>
								"10.40.992.1117.b
"	"Scenario: Solution displays link to address Veterans' Preference attachment
Given I am on the application
And I have indicated Veterans' Preference
And I have not attached a DD-214 form
And I have navigated to the E-sign page
Then the solution will display a message and link to go back and upload this form"		<eol>
								"10.40.992.1117.c
"	"Scenario: Solution displays link to address 10-point Veterans' Preference attachment
Given I am on the application
And I have indicated 10-point Veterans' Preference
And I have not attached a SF-15 form
And I have navigated to the E-sign page
Then the solution will display a message
AND a link that takes me back to upload this form"		<eol>
								"10.40.992.1117.d
"	"Scenario: Solution displays link to address 10-point Derived Veterans' Preference attachment
Given I am on the application
And I have indicated 10-point Derived Veterans' Preference
And I have not attached a SF-15 form
And I have navigated to the E-sign page
Then the solution will display a message
AND a link that takes me back to upload this form"		<eol>
								"10.40.992.1117.e
"	"Scenario: Solution displays option to proceed with e-sign despite unresolved items
Given I am on the e-sign page of the application
And the solution displays a list of items to go back and address on e-sign page
Then the solution will display an option to proceed with e-sign without uploading these items"		<eol>
								"10.40.992.1117.f
"	"Scenario: Candidate able to e-sign despite list of unuploaded forms
Given I am on the e-sign page of the application
And the solution displays a list of items to go back and address on e-sign page
And I want to e-sign without providing these forms
Then I am able to e-sign"		<eol>
CEN-299	123103	Story		Backlog		10.50.10	Application - Submission/Validation of application	10.50.10.640.a	"Scenario: Veteran's Preference documentation unattached SF-15 (10-point) warning on submission
Given I am on the Application e-sign page
And I selected 10 point preference on 12b
And I want to skip the documentation upload
And I want to e-sign
Then I must see warning"		<eol>
								10.40.75.599.b	"Scenario: Veteran's Preference documentation unattached SF-15 (10-point derived) warning on submission
Given I am on the Application e-sign page
And I select 10 point derived preference on 12b
And I want to skip the documentation upload
And I want to e-sign
Then I must see warning"		<eol>
								10.40.75.599.c	"Scenario: Veteran's Preference documentation unattached DD-214 (5 point derived) warning on submission
Given I am on the Application e-sign page
And I select 5 point derived preference on 12b
And I want to skip the documentation upload
And I want to e-sign
Then I must see warning"		<eol>
								10.40.75.599.d	"Scenario: Veteran's Preference documentation unattached DD-214 (Sole survivorship) warning on submission
Given I am on the Application e-sign page
And I select sole survivorship on 12b
And I want to skip the documentation upload
And I want to e-sign
Then I must see warning"		<eol>
CEN-303	123107	Story	msherburne	In Dev	CEN Sprint 8	10.50.20	Application -Unique applicant validation (SSN)	"10.50.20.303.a
"	"Scenario: Error on entering SSN of previous applicant
Given I am on the application
And my SSN matches that of a previous applicant
When I press ""next"" to proceed to the next page
Then the system will show the error above
And I will not be able to proceed to the next page"		<eol>
CEN-962	123766	Story		Closed	CEN Sprint 7	110.50.80	Applicant Portal - Solution logs user out after 15 min/Dependent on CSOD	110.50.80.a	"Given I am on my application
And I am inactive for more than 15 mins
 Then I must be logged out
And I lost my unsaved entries
"		<eol>
CEN-1677	131613	Story	rbeery	Backlog	CEN Sprint 8	110.50.999	Register - Handle 15 minute inactivity â€“ need to coordinate between CSOD and R&A 	"110.50.999.965.a
"	"Scenario: Applicant is shown warning before 15 min auto logout
Given I am on the applicant portal
When I am on a page that has been inactive for 13 mins
Then the system will show an alert that I am about to be logged out automatically"		<eol>
								110.50.999.965.b	"Scenario: Applicant chooses to override automatic logout
Given I am on the applicant portal
And I am on a page that has been inactive for 13 mins
And the system has shown 2 min warning
When I press ""Continue my session"" on the alert
Then the system will continue my session
And I will not see another alert for 13 mins of inactivity"		<eol>
								"110.50.999.965.c
"	"Scenario: Applicant is logged out after 15 mins of inactivity
Given I am on the applicant portal
And I have been inactive on my current page for 15 mins
And the system has shown 2 min warning
And I don't override it
Then the system will end my session"		<eol>
CEN-1065	123869	Story		Closed		130.60 System/Capabilities	"Candidate enters name, address and contact info (Section A/Page 1)"	10.20.80.451.a	"(Transfer to zip lookup story when completed)
Given I am on the Applicant Portal
And I want to complete Applicant Profile Data 
Then City and State populate"		<eol>
								10.20.80.451.b	"Given I am on the Applicant Portal
And I fill all the required Applicant Profile Data 
Then I do not see any errors for missing required fields
And I click Next
And I can proceed forward to Citizenship page"		<eol>
								10.20.80.451.c	"Given I am on the Applicant Portal
And I do not fill all the required Applicant Profile Data
And I click Next
Then I see errors for missing required fields
And I cannot proceed forward to Citizenship page"		<eol>
								10.20.80.451.d	"Given I am on the Applicant Portal
And I fill all the required Applicant Profile Data 
And I click ""Save and Exit""
Then I do not see any errors for missing required fields
And I am taken to Applicant Portal"		<eol>
								10.20.80.451.e	"Given I am on the Applicant Portal
And I do not fill all the required Applicant Profile Data 
Then I see errors for missing required fields
And I cannot go to the Applicant Portal"		<eol>
								10.20.80.451.f	"Given I am on the Applicant Portal
And I fill all the required Applicant Profile Data 
And I click ""Previous""
Then I do not see any errors for missing required fields
And I am taken to Applicant Portal"		<eol>
								10.20.80.451.g	"Given I am on the Applicant Portal
And I do not fill all the required Applicant Profile Data 
Then I see errors for missing required fields
And I cannot go to the Applicant Portal"		<eol>
CEN-310	123114	Story	olebedev	In QA	CEN Sprint 8	20.10.10	Assessments - Employee Portal allows user to add pre-employment practice assessment and assessment questions	20.10.10a	"Scenario: Add assessment
Given I have added an assessment
And there is at least one section with one question which has at least one answer
Then the practice assessment will be available for applicants to take."		<eol>
CEN-314	123118	Story	olebedev	In QA	CEN Sprint 8	20.10.30	Assessments - Employee Portal allows user to modify pre-employment practice assessment and assessment questions	20.10.30a	"Scenario: Modify answer to question on assessment
Given I have toggled the answers to show
And I edit an answer and save
Then the answer will be updated and available on the assessment."		<eol>
								20.10.30b	"Scenario: Modify question on assessment
Given I am viewing the questions in a section of the assessment
And I modify a question and save
Then the question will be updated and available on the assessment."		<eol>
								20.10.30c	"Scenario: Modify question group context on assessment
Given I am viewing the questions in a section of the assessment
And I modify the question group context and save
Then the question group context will be updated and available on the assessment."		<eol>
								20.10.30d	"Scenario: Modify section on assessment
Given I am viewing the list of sections on the Edit Assessment page
And I modify a section and save
Then the section will be updated and available on the assessment."		<eol>
CEN-337	123141	Story		Closed	CEN Sprint 6	20.20.10	Assessment - See Assessment Instructions and Next Steps at the top of the page during assessment(s)		"Given i am an applicant 
when i am on an assessment instructions page
then i will be able to view assessment instrutions for that assessment/section 
and i will able to proceed to that assessment by clicking the next button"		<eol>
CEN-327	123131	Story	adamsenn	Closed		20.20.20	Applicant Portal provides access to Practice Employment Assessments	20.20.20.50	Scenario: Applicant Portal Practice Assessment Access Given I want to start Practice assessement And I have logged into the Applicant Portal Then I must see Practice Assessment Assumptions 2 links 	yes	<eol>
CEN-340	123144	Story	adamsenn	Closed		20.20.40	Allow applicant to take an unlimited amount of unscored practice assessments	20.20.40.320.a	Scenario: Practice Assessment optional for all applicants Given I am in the Applicant Portal And I have submitted an application Then I will see a link to take practice assessment 	yes	<eol>
								20.20.40.320.b	 Scenario: Practice Assessment General Instructions Given I am in the Practice Assessment Then I will see the practice assessment general instructions	yes	<eol>
								20.20.40.320.c	Scenario: Practice Assessment Scenario Section Instructions Given I am on the practice assessment General Instructions And I proceed to the next page Then I will see the section instructions	yes	<eol>
								20.20.40.320.d	 Scenario: practice assessment Scenarios section is 2 minutes Given I am on the practice assessment Scenarios section instructions And I proceed to the next page Then the timer will start with 2 minutes	yes	<eol>
								20.20.40.320.e	Scenario: Practice Assessment Experience Section Instructions Given I am on the practice assessment Scenario section And I proceed to the next page Then I will see the Experience section instructions	yes	<eol>
								20.20.40.320.f 	Scenario: practice assessment Experience section is 2 minutes Given I am on the practice assessment experience section instructions And I proceed to the next page Then the timer will start with 2 minutes	yes	<eol>
								20.20.40.320.g	Scenario: Practice Assessment Reading Section Instructions Given I am on the practice assessment experience section And I proceed to the next page Then I will see the Reading section instructions 	yes	<eol>
								20.20.40.320.h 	Scenario: practice assessment Reading section is 2 minutes Given I am on the practice assessment reading section instructions And I proceed to the next page Then the timer will start with 2 minutes	yes	<eol>
								20.20.40.320.i	Scenario: Practice assessment sections has 2 questions Given I am on a Reading Assessment section Then I will see 2 questions 	yes	<eol>
								20.20.40.320.j	Scenario: Practice Assessment section has 4-5 answers per question Given I am on a Reading Assessment section Then I will see 4-5 answers per question 	yes	<eol>
								20.20.40.320.k	Scenario: Practice Assessment has 3 sections Given I am on the Practice Assessment Reading Section And I completed the Practice Assessment Reading Section Then I will see the practice assessment completion page <Originally e-sign page but there will be no e-sign page for practice assessments per amy's email on 3/23/2017> 	yes	<eol>
								20.20.40.320.L 	Scenario: Practice Assessment may be taken again Given I completed a practice assessment Then I may take the practice assessment again 	yes	<eol>
CEN-345	123149	Story	adamsenn	Closed		20.30.20	Applicant Portal provides access to assessments	20.30.20.52	Scenario: Applicant Portal Assessment Access Given I want to start Assessement And I have logged into the Applicant Portal Then I must see the Complete Assessments button that takes me to Assessment Instructions 	yes	<eol>
CEN-353	123157	Story	mpatel	Closed	CEN Sprint 6	20.30.30	Assessment - Allow Applicants to initiate and complete assessments	20.30.30.322.a	"
Scenario: Assessment will show as not started
Given I have not started an assessment
Then this assessment will display as not started
And I can click the link to access the assessment"		<eol>
								20.30.30.322.b	"
Scenario: Assessment will show as in process
Given I have started an assessment
And I have not yet completed it
Then this assessment will display as in process
And I can click the link to access the assessment

"		<eol>
								20.30.30.322.c	"
Scenario: Assessment will show as completed
Given I have an assessment
Then this assessment will display as completed
And I will no longer be able to access this assessment"		<eol>
								20.30.30.322.d	"Scenario: Applicant Status = Application Submitted once all assessments complete
Given I have finished the application and all required assessments
Then the Applicant's Status will be Application Submitted You
have submitted your
application and all required assessments"		<eol>
CEN-357	123161	Story	mpatel	Closed	CEN Sprint 6	20.30.50	Assessment - sections should be presented in a randomized order	20.30.50.326.a	"
Scenario: D376
sections are randomized
Given I have started the D376
assessment
Then the sections will progress in random order

"		<eol>
								20.30.50.326.b	"Scenario: D377
sections are randomized
Given I have started the D377
assessment
Then the sections will progress in random order"		<eol>
								20.30.50.326.c	"Scenario: Practice Assessment sections are randomized
Given I have started the Practice Assessment
Then the sections will progress in random order"		<eol>
CEN-362	123166	Story	mpatel	Closed	CEN Sprint 6	20.30.60	Assessment - Certify at the end of each assessment that person who took assessment is same person as on the job application (view verbiage)	20.30.60.C362.a	"
Scenario : Verification same person on assessment esign
as on application
Given I am on the Assessment esign
page
Then I will see this statement
And can see a Next button"		<eol>
CEN-1695	131794	Story	asenn	Backlog	CEN Sprint 9	20.40.10	Admin Portal - Auth User Accesses Assessment Management	"20.40.10.1695
"	"Scenario: Assessment Management Link takes user with ""HQ Tech Support"" permission to assessment management
Given I am a user with HQ Tech Support permission on the Admin portal
When I press Assessment Management link
Then the system will navigate me to Assessment Management"		<eol>
CEN-445	123183	Story		Closed	CEN Sprint 8	20.40.10	Assessment - D375 Reading Assessment	20.40.10.768.a	" Scenario: D375 Required of all applicants Given I am on in Assessments area of Applicant Portal And I have submitted an application Then I will see this assessment available 
"	yes	<eol>
								20.40.10.768.b 	Scenario: Reading Assessment General Instructions Given I am in the Assessments area of Applicant Portal And I press Reading Assessment Then I will see these instructions	yes	<eol>
								20.40.10.768.c	 Scenario: Reading Assessment Section Instructions Given I am on the Reading Assessment General Instructions And I proceed to the next page Then I will see the section instructions	yes	<eol>
								20.40.10.768.d	Scenario: D375 section is 8 minutes Given I am on the Reading Assessment section instructions And I proceed to the next page Then the timer will start with 8 minutes	yes	<eol>
								20.40.10.768.e	 Scenario: D375 section has 4 questions Given I am on the Reading Assessment section Then I will see 4 questions 	yes	<eol>
								20.40.10.768.f 	 Scenario: D375 section has 4 questions Given I am on the Reading Assessment section Then I will see 4-5 answers per question	yes	<eol>
								20.40.10.768.g	 Scenario: D375 has 1 section Given I am on the Reading Assessment And I completed the Reading Assessment Section Then I will see the e-sign page	yes	<eol>
								20.40.10.768.h	Scenario: Reading assessment complete Given I am in the Assessments area of Applicant Portal And I completed the Reading Assessment Then the system will show this assessment as completed 	yes	<eol>
								20.40.10.768.i 	Scenario: One try allowed for Reading assessment Given I am in the Assessments area of Applicant Portal And I completed the Reading Assessment And I want to take reading assessment again Then I will see alert 	yes	<eol>
CEN-444	123248	Story	asenn	Awaiting QA	CEN Sprint 8	20.40.100	Assessments - Allow applicants who indicate interest in supervisory positions to complete different assessments/additional assessment questions	20.40.100	"Scenario: Indicate assessment is required for supervisor position
Given I have indicated that an assessment is required for supervisor positions
And I save the assessment
Then the assessment will be required for applicants who indicate interest in a supervisory position."		<eol>
CEN-393	123197	Story	mpatel	Closed	CEN Sprint 6	20.40.60	Assessment - Applicant takes designated assessments	20.40.60.670.a	"
Scenario: D377
is required for field outreach
Given I have specified interest in Field Outreach on my application
And D377
and D375
assessment(s) are not completed
Then I see change in status ""Application in Progress You
have not taken all of the
required assessments for the position(s) you have indicated on the application."""		<eol>
								20.40.60.670.a.i	"
Scenario: D377
is required for field outreach
Given I have specified interest in Field Outreach on my application
And D377
and D375
assessment(s) ARE completed
Then I see change in status ""Application Submitted You
have submitted your application
and all required assessments."""		<eol>
								20.40.60.670.b	"
Scenario: D377
and D375
is required for Office
Given I have specified interest in Office on my application
And D377
and D375
assessment(s) are not completed
Then I see change in status ""Application in Progress You
have not taken all of the
required assessments for the position(s) you have indicated on the application."""		<eol>
								20.40.60.670.b.i	"
Scenario: D377
is required for office
Given I have specified interest in Office positions on my application
And D377
and D375
assessment(s) ARE completed
Then I see change in status ""Application Submitted You
have submitted your application
and all required assessments.""
@
@"		<eol>
								20.40.60.670.c	"
Scenario: D376
is required for Field Data Collection
Given I have specified interest in Field Data Collection on my application
And D376
and D375
assessment(s) are not completed
Then I see change in status ""Application in Progress You
have not taken all of the
required assessments for the position(s) you have indicated on the application."""		<eol>
								20.40.60.670.c.i	"
Scenario: D376
and D375
is required for Field Data Collection
Given I have specified interest in Field Data Collection on my application
And D376
and D375
assessment(s) are completed
Then I see change in status ""Application Submitted You
have submitted your application
and all required assessments."""		<eol>
CEN-384	123188	Story	mpatel	Closed	CEN Sprint 6	20.40.60	Assessment - Present the appropriate assessment(s) based on response to the job interest question (13) on form BC-170D	20.40.60.670.a	"
Scenario: D377
is required for field outreach
Given I have specified interest in Field Outreach on my application
Then D377
assessment will display as required"		<eol>
								20.40.60.670.b	"

Scenario: D377
is required for office
Given I have specified interest in Office positions on my application
Then D377
assessment will display as required
@"		<eol>
								20.40.60.670.c	"
Scenario: D376
is required for Field Data Collection
Given I have specified interest in Field Data Collection on my application
Then D376
assessment will display as required"		<eol>
CEN-401	123205	Story	mpatel	Closed	CEN Sprint 6	20.40.80	Assessment - Require applicant to complete D-377 assessment	20.40.80.676.a	"
Scenario: D377
Assessment General Instructions
DGeivsecnri pIt iaomn in the D377
Assessment
Then I will see the D377
assessment general instructions"	yes	<eol>
								20.40.80.676.b	"
Scenario: D377
Assessment Accountability Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Accountability Section
Then I will see the section instructions"	yes	<eol>
								20.40.80.676.c	"
Scenario: D377
Assessment Accountability Section is 10 minutes
Given I am on the D377
Assessment Accountability Section instructions
And I proceed to the next page
Then the timer will start with 10 minutes"	yes	<eol>
								20.40.80.676.d	"Scenario: D377
Assessment Customer Service Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Customer Service Section
Then I will see the section instructions"	yes	<eol>
								20.40.80.676.e	"Scenario: D377
Assessment Customer Service Section is 7 minutes
Given I am on the D377
Assessment Customer Service Section instructions
And I proceed to the next page
Then the timer will start with 7 minutes"	yes	<eol>
								20.40.80.676.f	"Scenario: D377
Assessment Interpersonal Section Instructions
Given I am on the D377
Assessment
And I am about to begin the Interpersonal Section
Then I will see the section instructions"	yes	<eol>
